row_index,sentence_start_millis,sentence_end_millis,language,topic,label_fcw,label_fnc,label_opn,clip_id
0,160,10142,en,US Elections 2024,0.5157726721062543,0.2330060292393593,0.49689255736731175,qDhk2_p6x90
1,10318,15774,en,US Elections 2024,0.0,0.7487787013456136,0.2512212986543863,qDhk2_p6x90
2,15814,18286,en,US Elections 2024,0.0,0.7487787013456136,0.2512212986543863,qDhk2_p6x90
3,18390,23134,en,US Elections 2024,0.49689255736731175,0.27010141339332894,0.0,qDhk2_p6x90
4,23214,26074,en,US Elections 2024,0.2512212986543863,0.0,0.0,qDhk2_p6x90
5,26714,28786,en,US Elections 2024,0.2512212986543863,0.0,0.0,qDhk2_p6x90
6,28850,30034,en,US Elections 2024,0.0,0.0,1.0,qDhk2_p6x90
7,30074,31746,en,US Elections 2024,0.0,0.0,0.49689255736731175,qDhk2_p6x90
8,31810,33654,en,US Elections 2024,0.0,0.0,0.0,qDhk2_p6x90
9,33994,35454,en,US Elections 2024,0.0,0.0,0.0,qDhk2_p6x90
10,36394,38214,en,US Elections 2024,0.0,0.0,0.0,qDhk2_p6x90
11,38580,42934,en,US Elections 2024,0.0,0.2330060292393593,0.7669939707606407,qDhk2_p6x90
12,43394,51784,en,US Elections 2024,0.0,1.0,0.0,qDhk2_p6x90
13,51914,55180,en,US Elections 2024,0.0,0.0,1.0,qDhk2_p6x90
14,55212,57964,en,US Elections 2024,0.0,0.7487787013456136,0.2512212986543863,qDhk2_p6x90
15,120,3094,en,Societal issues in the US.,1.0,0.0,0.0,mrtXz6nfCr0
16,3134,6758,en,Societal issues in the US.,0.0,0.27010141339332894,0.49689255736731175,mrtXz6nfCr0
17,6846,11182,en,Societal issues in the US.,0.5031074426326883,0.0,0.49689255736731175,mrtXz6nfCr0
18,11278,12198,en,Societal issues in the US.,0.7543287412870746,0.24567125871292542,0.0,mrtXz6nfCr0
19,12246,15998,en,Societal issues in the US.,0.7543287412870746,0.24567125871292542,0.0,mrtXz6nfCr0
20,16086,19462,en,Societal issues in the US.,0.7543287412870746,0.24567125871292542,0.24567125871292542,mrtXz6nfCr0
21,19518,22558,en,Societal issues in the US.,0.0,0.0,1.0,mrtXz6nfCr0
22,22646,23934,en,Societal issues in the US.,0.0,0.0,0.729898586606671,mrtXz6nfCr0
23,228,4791,de,US Elections 2024,1.0,0.0,0.0,bL0KdOGnMYM
24,4831,10705,de,US Elections 2024,1.0,0.0,0.0,bL0KdOGnMYM
25,10715,15519,de,US Elections 2024,0.7543287412870746,0.24567125871292542,0.0,bL0KdOGnMYM
26,15539,21243,de,US Elections 2024,1.0,0.0,0.0,bL0KdOGnMYM
27,21603,25145,de,US Elections 2024,1.0,0.0,0.0,bL0KdOGnMYM
28,25185,26005,de,US Elections 2024,0.7543287412870746,0.0,0.0,bL0KdOGnMYM
29,26045,27506,de,US Elections 2024,0.7543287412870746,0.0,0.0,bL0KdOGnMYM
30,27526,32848,de,US Elections 2024,1.0,0.0,0.0,bL0KdOGnMYM
31,32868,35520,de,US Elections 2024,1.0,0.0,0.0,bL0KdOGnMYM
32,35530,36330,de,US Elections 2024,1.0,0.0,0.0,bL0KdOGnMYM
33,36370,39491,de,US Elections 2024,0.2330060292393593,0.24567125871292542,0.5213227120477153,bL0KdOGnMYM
34,188,7672,de,War in Ukraine,0.0,0.4786772879522847,0.5213227120477153,JPo_aMsV6GA
35,7712,12514,de,War in Ukraine,0.0,0.0,1.0,JPo_aMsV6GA
36,12534,21038,de,War in Ukraine,0.27010141339332894,0.4786772879522847,0.7543287412870746,JPo_aMsV6GA
37,21599,25441,de,War in Ukraine,0.27010141339332894,0.0,0.49689255736731175,JPo_aMsV6GA
38,25481,26401,de,War in Ukraine,0.0,0.5031074426326883,0.49689255736731175,JPo_aMsV6GA
39,168,909,de,Societal issues in the US.,0.0,0.0,1.0,UwQr_yvLZNs
40,929,9194,de,Societal issues in the US.,0.0,0.7543287412870746,0.24567125871292542,UwQr_yvLZNs
41,9234,10615,de,Societal issues in the US.,0.0,0.7543287412870746,0.0,UwQr_yvLZNs
42,10635,11616,de,Societal issues in the US.,0.0,0.7543287412870746,0.0,UwQr_yvLZNs
43,11636,20582,de,Societal issues in the US.,0.0,0.7543287412870746,0.0,UwQr_yvLZNs
44,20822,24065,de,Societal issues in the US.,0.0,0.7543287412870746,0.0,UwQr_yvLZNs
45,24105,24946,de,Societal issues in the US.,0.0,0.0,0.0,UwQr_yvLZNs
46,24966,27268,de,Societal issues in the US.,0.0,0.5031074426326883,0.49689255736731175,UwQr_yvLZNs
47,27288,33153,de,Societal issues in the US.,0.0,0.7543287412870746,0.0,UwQr_yvLZNs
48,33193,35515,de,Societal issues in the US.,0.0,0.5213227120477153,0.0,UwQr_yvLZNs
49,35535,36856,de,Societal issues in the US.,0.0,0.27010141339332894,0.0,UwQr_yvLZNs
50,36876,43742,de,Societal issues in the US.,0.0,1.0,0.0,UwQr_yvLZNs
51,43762,44703,de,Societal issues in the US.,0.0,0.0,0.24567125871292542,UwQr_yvLZNs
52,44723,45663,de,Societal issues in the US.,0.0,0.0,0.0,UwQr_yvLZNs
53,4204,7630,de,League of Legends,0.0,0.0,0.0,KRHfZUr1VXQ
54,7650,8973,de,League of Legends,0.0,0.0,1.0,KRHfZUr1VXQ
55,9033,10135,de,League of Legends,0.0,0.0,1.0,KRHfZUr1VXQ
56,10175,12178,de,League of Legends,0.0,0.7487787013456136,0.0,KRHfZUr1VXQ
57,13517,15078,de,League of Legends,0.0,1.0,0.0,KRHfZUr1VXQ
58,15098,19121,de,League of Legends,0.0,1.0,0.0,KRHfZUr1VXQ
59,19181,23143,de,League of Legends,0.0,1.0,0.0,KRHfZUr1VXQ
60,23163,27045,de,League of Legends,0.0,0.27010141339332894,0.729898586606671,KRHfZUr1VXQ
61,27105,28226,de,League of Legends,0.0,0.7543287412870746,0.0,KRHfZUr1VXQ
62,28246,31448,de,League of Legends,0.0,0.7543287412870746,0.24567125871292542,KRHfZUr1VXQ
63,31468,34670,de,League of Legends,0.0,1.0,0.0,KRHfZUr1VXQ
64,34690,38723,de,League of Legends,0.0,1.0,0.0,KRHfZUr1VXQ
65,38733,39073,de,League of Legends,0.0,0.0,0.0,KRHfZUr1VXQ
66,39293,41754,de,League of Legends,0.0,0.27010141339332894,0.49689255736731175,KRHfZUr1VXQ
67,41814,42915,de,League of Legends,0.0,0.7543287412870746,0.0,KRHfZUr1VXQ
68,43155,44156,de,League of Legends,0.0,0.5031074426326883,0.2512212986543863,KRHfZUr1VXQ
69,44176,46877,de,League of Legends,0.0,0.5031074426326883,0.49689255736731175,KRHfZUr1VXQ
70,46887,49189,de,League of Legends,0.0,0.7543287412870746,0.0,KRHfZUr1VXQ
71,49199,49879,de,League of Legends,0.0,0.5031074426326883,0.0,KRHfZUr1VXQ
72,49899,52060,de,League of Legends,0.0,0.2330060292393593,0.7669939707606407,KRHfZUr1VXQ
73,52100,53721,de,League of Legends,0.0,0.5031074426326883,0.729898586606671,KRHfZUr1VXQ
74,53741,57243,de,League of Legends,0.0,0.5031074426326883,0.49689255736731175,KRHfZUr1VXQ
75,57283,59145,de,League of Legends,0.0,1.0,0.0,KRHfZUr1VXQ
76,59165,59905,de,League of Legends,0.0,0.0,0.2512212986543863,KRHfZUr1VXQ
77,80,6646,en,US Elections 2024,1.0,0.0,0.27010141339332894,8dpibof70wo
78,6710,9110,en,US Elections 2024,0.0,0.0,0.27010141339332894,8dpibof70wo
79,9182,12022,en,US Elections 2024,0.0,0.27010141339332894,0.0,8dpibof70wo
80,12078,14598,en,US Elections 2024,0.49689255736731175,0.5031074426326883,0.0,8dpibof70wo
81,14726,16006,en,US Elections 2024,0.0,0.27010141339332894,0.729898586606671,8dpibof70wo
82,16070,18358,en,US Elections 2024,0.0,0.0,1.0,8dpibof70wo
83,18406,21540,en,US Elections 2024,0.27010141339332894,0.49689255736731175,0.4786772879522847,8dpibof70wo
84,21540,24422,en,US Elections 2024,0.0,0.2512212986543863,0.7487787013456136,8dpibof70wo
85,24478,25548,en,US Elections 2024,0.27010141339332894,0.24567125871292542,0.729898586606671,8dpibof70wo
86,25646,29944,en,US Elections 2024,0.27010141339332894,0.4786772879522847,0.49689255736731175,8dpibof70wo
87,30024,35240,en,US Elections 2024,0.7669939707606407,0.2330060292393593,0.0,8dpibof70wo
88,35312,40936,en,US Elections 2024,0.7669939707606407,0.2330060292393593,0.0,8dpibof70wo
89,41000,42776,en,US Elections 2024,0.0,0.5031074426326883,0.49689255736731175,8dpibof70wo
90,42840,46080,en,US Elections 2024,0.7669939707606407,0.2330060292393593,0.0,8dpibof70wo
91,46152,49640,en,US Elections 2024,0.5213227120477153,0.2330060292393593,0.5157726721062543,8dpibof70wo
92,49712,51088,en,US Elections 2024,0.2512212986543863,0.2330060292393593,0.5157726721062543,8dpibof70wo
